article_id,article_has_bias,sentence_text,sentence_has_bias
nyt_001,1,"In his statement on Friday afternoon, Mr. Steele did not respond to the call for his resignation.",0
nyt_001,1,But he sought to make the case that Afghanistan is now Mr. Obama’s war.,0
nyt_001,1,"“For the sake of the security of the free world, our country must give our troops the support necessary to win this war,” Mr. Steele said.",0
nyt_001,1,"“As we have learned throughout history, winning a war in Afghanistan is a difficult task.",0
nyt_001,1,We must also remember that after the tragedy of Sept.,0
nyt_001,1,"11, 2001, it is also a necessary one.”",0
nyt_001,1,"He added, with a reference to Gen.",0
nyt_001,1,David H.,0
nyt_001,1,"Petraeus: “That is why I supported the decision to increase our troop force and, like the entire United States Senate, I support General Petraeus’s confirmation.",0
nyt_001,1,The stakes are too high for us to accept anything but success in Afghanistan.”,0
fox_001,1,"Republican senators kept up pressure on party Chairman Michael Steele Sunday to better explain -- and publicly apologize for -- his on-camera claim that Afghanistan is a ""war of Obama's choosing"" and may not be winnable.",0
fox_001,1,The backlash built quickly over the weekend as some prominent conservatives called for Steele's resignation.,0
fox_001,1,"Speaking on ""Fox News Sunday,"" Sen.",0
fox_001,1,"Jim DeMint, R-S.C., would not go that far but said Steele must apologize to the troops.",0
fox_001,1,"""Chairman Steele needs to apologize to our military, all the men and women who've been fighting in Afghanistan,"" he said.",0
fox_001,1,"""This is America's war.",0
fox_001,1,"It's not Obama's war.""",0
fox_001,1,"The GOP chairman is known for off-the-cuff and occasionally troublesome comments, but the Afghanistan remarks were too much to bear for some war-supporting Republicans.",1
fox_001,1,"DeMint, who said Afghanistan is a war the United States must win, said Steele needs to ""refocus"" on the November election.",0
fox_001,1,"He called Steele's comments ""unacceptable"" and ""inaccurate.""",0
fox_001,1,"""We need a chairman who's focused,"" DeMint said.",0
fox_001,1,"Speaking on ABC's ""This Week,"" Sen.",0
fox_001,1,"John McCain, R-Ariz., said Steele's comments were ""wildly inaccurate.""",1
fox_001,1,"The Arizona Republican said Steele needs to assess whether he can still function in his job and must make ""an appropriate decision"" about his future.",0
fox_001,1,"Trying to quell the furor, Steele issued a statement saying: ""There is no question that America must win the war on terror.",0
fox_001,1,...,0
fox_001,1,"And, for the sake of the security of the free world, our country must give our troops the support necessary to win this war.""",0
fox_001,1,"He sent an e-mail to RNC members saying he hoped his statement would ""clear up any confusion"" caused by his earlier remarks.",0
fox_001,1,That didn't seem to quiet the controversy in the slightest.,0
fox_001,1,"Weekly Standard Editor Bill Kristol, who led the charge of conservatives calling for Steele to step down over the remark, said on ""Fox News Sunday"" that Steele still needs to go -- though he said Steele tried to convince him otherwise.",0
fox_001,1,"""I think it would be better if he went,"" he said.",0
hpo_001,1,"Several prominent conservatives offered swift, negative reactions to Michael Steele on Friday, after the RNC chairman was caught on camera saying that Afghanistan is a largely unwinnable war of President Obama’s choosing.",0
hpo_001,1,The pushback crested with Bill Kristol — still an influential voice among Republican lawmakers — writing a letter to Steele on his Weekly Standard site calling for the RNC leader’s resignation.,0
hpo_001,1,"“Needless to say, the war in Afghanistan was not “a war of Obama’s choosing.” It has been prosecuted by the United States under Presidents Bush and Obama.",0
hpo_001,1,Republicans have consistently supported the effort.,0
hpo_001,1,"Indeed, as the DNC Communications Director (of all people) has said, your statement “puts [you] at odds with about 100 percent of the Republican Party.",0
hpo_001,1,And not on a trivial matter.,0
hpo_001,1,At a time when Gen.,0
hpo_001,1,"Petraeus has just taken over command, when Republicans in Congress are pushing for a clean war funding resolution, when Republicans around the country are doing their best to rally their fellow citizens behind the mission, your comment is more than an embarrassment.",1
hpo_001,1,"It’s an affront, both to the honor of the Republican party and to the commitment of the soldiers fighting to accomplish the mission they’ve been asked to take on by our elected leaders.",1
hpo_001,1,"There are, of course, those who think we should pull out of Afghanistan, and they’re certainly entitled to make their case.",0
hpo_001,1,But one of them shouldn’t be the chairman of the Republican party.”,0
hpo_001,1,"Kristol’s was the harshest of all the reactions to the Steele, whose spokesman, it should be noted, tried to clarify the comment by insisting that he merely meant that President Obama has not been forthcoming with a winning strategy.",0
hpo_001,1,But the Weekly Standard editor was not alone.,0
hpo_001,1,"Another major neoconservative figure, Dan Senor, told the Huffington Post that Steele’s comments are “utterly irresponsible.” Senor, who served under the Bush administration as chief spokesman in Iraq and has been a major booster of efforts to escalate U.S. military presence in Afghanistan, noted that Steele’s RNC actually sponsored a conference call for his group to praise Obama’s Afghan surge last year.",1
hpo_001,1,"Indeed, even Steele himself declared back in December that Afghanistan is “’a war we have to win” — a far cry from the comments he made Thursday night, in which he said: “...you don’t do is engage in a land war in Afghanistan, alright, because everyone who’s tried over a thousand years of history has failed.”",1
hpo_001,1,"“It’s completely inconsistent with this latest statement,” summarized Senor.",1
hpo_001,1,"In a bit of irony, Steele’s most recent comments have actually resonated among anti-war Democrats who share the skepticism that Afghanistan is a winnable enterprise.",0
hpo_001,1,"They also, in some respects, echo the opinions of some members of the conservative community (Joe Scarborough and George Will among them) who have been critical of the deployment of U.S. forces in that country.",0
hpo_001,1,But Steele is not an anti-war Democrat.,0
hpo_001,1,Nor is he a pundit.,0
hpo_001,1,"He is the figurehead of the Republican Party whose tenure, once again, seems shaky.",1
hpo_001,1,"Shortly after Kristol called for his resignation, a GOP operative began pitching the column to reporters, hoping that the meme of Steele’s troubles would spread far and wide.",0
nyt_002,1,"President Obama’s chief of staff used former President Bill Clinton as an intermediary to see if Representative Joe Sestak would drop out of Pennsylvania’s Democratic Senate primary if given a prominent, but unpaid, advisory position, the White House said on Friday.",0
nyt_002,1,"Rahm Emanuel, the chief of staff, asked Mr. Clinton last summer to explore “options of service” on a presidential or senior government advisory board with Mr. Sestak, the White House said in a statement.",0
nyt_002,1,Mr. Sestak said no and went on to win last week’s primary against Senator Arlen Specter.,0
nyt_002,1,The White House disputed Republican claims that the conversations might be illegal or improper.,0
nyt_002,1,"“There was no such impropriety,” Robert F.",0
nyt_002,1,"Bauer, the White House counsel, said in a memo released to reporters.",0
nyt_002,1,“The Democratic Party leadership had a legitimate interest in averting a divisive primary fight and a similarly legitimate concern about the congressman vacating his seat in the House.”,0
nyt_002,1,Mr. Bauer went on to say that such horse-trading has been commonplace through history.,1
nyt_002,1,"“There have been numerous, reported instances in the past when prior administrations – both Democratic and Republican, and motivated by the same goals – discussed alternative paths to service for qualified individuals also considering campaigns for public office,” he wrote.",0
nyt_002,1,“Such discussions are fully consistent with the relevant law and ethical requirements.”,1
nyt_002,1,"Representative Darrell Issa of California, the senior Republican on the House Oversight and Government Reform Committee, said the interactions described by the White House “represent an illegal quid pro quo,” even if the position was unpaid.",0
nyt_002,1,“It is abundantly clear that this kind of conduct is contrary to President Obama’s pledge to change ’business as usual’ and that his administration has engaged in the kind of political shenanigans he once campaigned to end.”,1
nyt_002,1,"Federal law makes it a crime for anyone “who directly or indirectly, promises any employment, position, compensation, contract, appointment, or any other benefit” to someone else “as consideration, favor, or reward for any political activity or for the support of or opposition to any candidate or any political party in connection with any general or special election to any political office.” It is also illegal for a government official to use “his official authority for the purpose of interfering with, or affecting, the nomination or the election of any candidate” for Senate.",0
nyt_002,1,"While many have speculated that the White House offered to appoint Mr. Sestak as secretary of the Navy, Mr. Bauer said that was never the case.",0
nyt_002,1,"The White House did not offer Mr. Sestak a full-time paid position because Mr. Emanuel wanted him to stay in the House rather than risk losing his seat, so he considered “uncompensated advisory board options.”",0
nyt_002,1,"The White House did not disclose what those options were, but people briefed on the matter said one option was an appointment to the president’s Intelligence Advisory Board, a panel of prominent Americans outside government who provide independent oversight of the nation’s spy apparatus and advise the president.",0
nyt_002,1,But White House officials discovered that it would not work because Mr. Sestak could not serve on the board while still serving in Congress.,0
nyt_002,1,"In a statement Friday, Mr. Sestak said Mr. Clinton had conveyed Mr. Emanuel’s suggestion that he join a “presidential board” while remaining in the House, but he declined.",0
nyt_002,1,"“I told President Clinton that my only consideration in getting into the Senate race or not was whether it was the right thing to do for Pennsylvania working families and not any offer,” Mr. Sestak said.",0
nyt_002,1,"“The former president said he knew I’d say that, and the conversation moved on to other subjects.”",0
nyt_002,1,"Mr. Sestak first mentioned publicly in February that he had been offered a job but provided no details, and the White House for three months had refused to discuss it, generating intense criticism from Republicans who accused it of trying to bribe a congressman and deep consternation among Democrats who called on the administration to answer questions.",0
nyt_002,1,"Mr. Emanuel was eager last summer to clear the way to this year’s Democratic Senate nomination for Mr. Specter, who had just left the Republican party, and to bolster Democrats’ majority in the Senate.",0
nyt_002,1,"Mr. Sestak, a retired admiral and two-term House member, was already planning a run.",0
nyt_002,1,"In tapping Mr. Clinton as the go-between, Mr. Emanuel picked the party’s most prominent figure other than Mr. Obama and someone Mr. Sestak had worked for on the National Security Council in the 1990s.",0
nyt_002,1,"Mr. Sestak endorsed Hillary Rodham Clinton against Mr. Obama in the 2008 presidential primaries, and Mr. Clinton was one of the first to call to congratulate him on his Senate victory last week.",0
nyt_002,1,Mr. Clinton was at the White House on Thursday to have lunch with Mr. Obama and join him in greeting the American men’s World Cup soccer team heading to South Africa.,0
nyt_002,1,"As chief of staff and previously as chairman of the Democratic Congressional Campaign Committee, Mr. Emanuel has not been shy about trying to steer party nominations to those he considers the stronger candidates.",0
nyt_002,1,The White House under Mr. Emanuel has also leaned on Gov.,0
nyt_002,1,"David Paterson of New York to drop out of this year’s gubernatorial race, which he eventually did under a cloud of scandal.",0
nyt_002,1,"Mr. Emanuel’s deputy, Jim Messina, suggested a possible administration job to Andrew Romanoff to get him to not challenge Sen.",0
nyt_002,1,"Michael Bennet in a Colorado primary, The Denver Post has reported, citing unnamed sources.",0
nyt_002,1,Whether that constitutes ordinary political horse-trading or crosses a legal line has been debated in Washington for months.,0
nyt_002,1,Democrats and some Republicans have said it is hardly unusual for presidents to offer political appointments to clear the way for allies.,1
nyt_002,1,But Republicans have suggested such actions may constitute a crime.,0
nyt_002,1,Mr. Issa and all seven Republicans on the Senate Judiciary Committee have asked the Justice Department to appoint a special prosecutor.,0
nyt_002,1,The Justice Department wrote Mr. Issa last week that it did not need a special prosecutor to investigate if it chose to do so.,0
nyt_002,1,"Government officials, who asked not to be identified discussing legal decisions, said that neither the Justice Department nor the Office of Special Counsel, an agency that looks at violations of the Hatch Act governing the political conduct of federal employees, is investigating.",0
nyt_002,1,"While declining to discuss what happened, Mr. Obama on Thursday said, “I can assure the public that nothing improper took place.”",0
fox_002,1,The White House asked former President Bill Clinton to talk to Rep.,0
fox_002,1,Joe Sestak about the possibility of obtaining a senior position in the Obama administration if he would drop out of the Democratic primary race against establishment-backed Sen.,0
fox_002,1,"Arlen Specter, the Obama administration said in a report released Friday morning.",0
fox_002,1,"But the report, by White House Counsel Robert Bauer, concluded that ""allegations of improper conduct rest on factual errors and lack a basis in the law.""",0
fox_002,1,"Batting down allegations that the White House dangled the secretary of Navy position in front of Sestak, the report said that Sestak was offered executive branch positions on advisory boards that were uncompensated.",1
fox_002,1,One of the jobs Clinton specifically discussed with Sestak was the president's intelligence advisory board.,0
fox_002,1,"But a White House official said the plan always was for Sestak to remain in the House, and he couldn't have served in the House and on the president's intelligence advisory board.",0
fox_002,1,"The report also described the Clinton conversations as informal and not tied to any precise job offer since, as a former president, Clinton could not guarantee Sestak anything.",0
fox_002,1,"Clinton initiated conversations with Sestak at the behest of White House Chief of Staff Rahm Emanuel, who was Clinton's political director when he was president.",0
fox_002,1,"As president, Clinton promoted Sestak to vice admiral and made him his director of defense policy.",0
fox_002,1,Sestak was also a loyal and tireless supporter of Hillary Clinton's run for the presidency in 2008.,0
fox_002,1,"At hastily arranged news conference Friday afternoon, Sestak said Clinton called him last summer to express concerns over his jumping into the Senate primary, and how his military background could help him leave a mark on the House.",1
fox_002,1,"Sestak said he almost interrupted Clinton to tell him Clinton that ""I am going to decide to get into this or not only depending upon what's good for Pennsylvania's working families and not an offer.",0
fox_002,1,"And he said 'I knew you'd say that,'"" before the conversation moved on to other subjects.",0
fox_002,1,"The White House report disputed any suggestion that there was ""impropriety"" in Clinton's discussion with Sestak over possible alternatives to his Senate candidacy.",0
fox_002,1,"""There have been numerous, reported instances in the past when prior administrations -- both Democratic and Republican, and motivated by the same goals -- discussed alternative paths to service for qualified individuals also considering campaigns for public office,"" the report read.",0
fox_002,1,"""Such discussions are fully consistent with the relevant law and ethical requirements.""",0
fox_002,1,"The report comes one day after President Obama insisted ""nothing improper"" happened with Sestak.",0
fox_002,1,"On that same day, Obama had lunch with Clinton.",1
fox_002,1,"""This is punishable by prison.",1
fox_002,1,"This is a felony,"" said Rep.",1
fox_002,1,"Darrell Issa, R-Calif., who has been leading the charge for more details on the allegation.",0
fox_002,1,"""This is about the White House.",0
fox_002,1,"This is not about Congressman Sestak,"" Issa said, adding that he wants to know what Clinton was empowered to say.",0
fox_002,1,"""They've answered a question and it begs many more answers,"" he said.",0
fox_002,1,"""We want elections not to be appointments.""",0
fox_002,1,"Sestak's opponent in the general election for the Senate seat, Republican Pat Toomey, questioned why it took so long for this explanation.",0
fox_002,1,"""If this explanation is as innocent as it looks, I sure don't know why it took three months to say so,"" Toomey said in a statement.",0
fox_002,1,"""As I've said many times, this job offer issue is not my focus, and it's not where Pennsylvanians want the focus of the campaign to be.""",0
fox_002,1,"Critics say the Sestak job offer may have violated the part of the U.S. code that says: ""Whoever, directly or indirectly, promises any employment, position, compensation...appointment...provided for or made possible in whole or in part by any Act of Congress...to any person as consideration, favor, or reward for any political activity...or in connection with any primary election ...shall be fined under this title or imprisoned not more than one year, or both.""",0
hpo_002,1,Rep.,0
hpo_002,1,"Joe Sestak (D-Penn.) was offered a prominent but uncompensated, advisory position -- in the national security/foreign policy area -- if he declined to enter the Pennsylvania Senate primary race, a source with knowledge of the exchange said during a briefing on Friday morning.",0
hpo_002,1,The offer was made by White House Chief of Staff Rahm Emanuel through a prominent intermediary -- former President Bill Clinton -- during the months of June and July of 2009.,0
hpo_002,1,"The White House initiated the conversation, which occurred over phone.",0
hpo_002,1,It would have allowed Sestak to remain in the House of Representatives while advising the president.,0
hpo_002,1,"The source said it would not be surprising if more than one conversation took place, though there were no other intermediaries involved.",0
hpo_002,1,Sestak ultimately rejected the overture and went on to defeat incumbent Sen.,0
hpo_002,1,Arlen Specter (D-Penn) in the Democratic primary election earlier this month.,0
hpo_002,1,"""By virtue of his career in public service, including distinguished military service, Congressman Sestak was viewed to be highly qualified to hold a range of advisory positions in which he could, while holding his House seat, have additional responsibilities of considerable potential interest to him and value to the Executive Branch,"" a memo detailing the administration's findings reads.",0
hpo_002,1,The account offered by the source was the most detailed to date from primary sources as to the conversations they had with Sestak regarding his entrance into the Pennsylvania race.,0
hpo_002,1,News of the Clinton conversation was first reported by Greg Sargent at The Plum Line.,0
hpo_002,1,"The source challenged one major aspect of the story line, insisting that the White House never offered Sestak the job of Secretary of the Navy.",0
hpo_002,1,"The offer for that position was made more than a month before -- on March 26, 2009 -- to Ray Mabus.",0
hpo_002,1,Administration officials had spent time and capital recruiting Senator Arlen Specter to switch parties and run for re-election as a Democrat.,0
hpo_002,1,Part of that arrangement entailed clearing the field for his nomination.,0
hpo_002,1,"When Sestak began making overtures that he would run, the White House looked for ways to follow through on its promise.",0
hpo_002,1,What resulted were the informal conversation(s).,0
hpo_002,1,"Since then, much intrigue has surrounded what conversations actually took place.",0
hpo_002,1,Sestak brought the issue to the surface when he alluded to a job offer early in his primary run.,0
hpo_002,1,"But he refused to provide details, such as who approached him and what position was dangled in front of him.",1
hpo_002,1,"The White House, when pressed on the matter, had been vague.",0
hpo_002,1,Press Secretary Robert Gibbs declined repeated attempts for comment before relaying to reporters that he and White House lawyers had looked into the matter and found it legally permissible.,1
hpo_002,1,"Behind the scenes, White House Counsel Bob Bauer's office began investigating the matter when stories first surfaced.",0
hpo_002,1,The investigation was internal at first with the White House reaching conclusions at least two-and-a-half months ago.,0
hpo_002,1,"As part of the process, however, Bauer also interviewed representatives for Sestak and Clinton -- in this case Sestak's brother and Doug Brand and Bruce Lindsey respectively.",0
hpo_002,1,The congressman and the former president were not contacted for Bauer's investigation.,0
hpo_002,1,"The source insisted that no laws were broken in the process of offering the position, that the matter hardly rose to the level of political scandal -- suggesting that Republicans on the Hill were hoping to reap political benefits from the saga.",0
hpo_002,1,It certainly wasn't historically unique.,1
hpo_002,1,"As the Huffington Post reported on Thursday, various political historians and ethics lawyers have approached the Sestak news with yawns, noting that quid pro quos and backroom job offers are fairly common in administrations.",1
nyt_003,1,WASHINGTON — Republican Congressional candidates on Monday intensified efforts to inject the divide over construction of an Islamic center near ground zero into the midterm campaigns while the Senate’s top Democrat said he objected to the mosque being built there.,0
nyt_003,1,"Senator Harry Reid of Nevada, the Senate majority leader and a Democrat facing a difficult re-election fight, said through a spokesman that those who plan to erect the Islamic center should look elsewhere.",0
nyt_003,1,That separates Mr. Reid from President Obama’s support of the developers’ right to build the center.,0
nyt_003,1,"“The First Amendment protects freedom of religion,” said Jim Manley, a top adviser to Mr. Reid.",0
nyt_003,1,“Senator Reid respects that but thinks that the mosque should be built someplace else.”,0
nyt_003,1,"In a number of releases and statements, Republican House and Senate candidates challenged Democrats like Mr. Reid to make their positions clear on the construction of a mosque and community center about two blocks from the site of the attacks of Sept.",0
nyt_003,1,"11, 2001, in New York City.",0
nyt_003,1,"“Ground zero is hallowed ground to Americans,” Elliott Maynard, a Republican trying to unseat Representative Nick J.",0
nyt_003,1,"Rahall II, a Democrat, in West Virginia’s Third District, said in a typical statement.",0
nyt_003,1,“Do you think the Muslims would allow a Jewish temple or Christian church to be built in Mecca?”,0
nyt_003,1,Republicans said Mr. Obama’s defense of the right of the developers to pursue the project showed that he was out of touch with average Americans.,0
nyt_003,1,"“It is very troubling to see President Obama again turning a deaf ear to the thoughts and concerns of a majority of Americans,” said James Renacci, a Republican candidate in Ohio’s 16th District, who said people at a recent public meeting were furious about the mosque proposal.",1
nyt_003,1,The remarks were a rare instance in this campaign season when Republicans have strayed from a focus on economic issues in their push for substantial gains in the House and Senate in November.,0
nyt_003,1,The intensity of their attacks showed that they do not appear worried about the risk of being seen as intolerant or not supportive of the right to freedom of religion.,1
nyt_003,1,Some leading Democrats said it was the president’s role to stand up for constitutional rights in the mosque dispute.,0
nyt_003,1,Representative James E.,0
nyt_003,1,"Clyburn, the No. 3 House Democrat, said Monday that “articulating the constitutional principles” on which the country was founded and “calling for tolerance on the part of all of its people” were part of “a presidential act worth exercising.”",0
nyt_003,1,"Privately, many Democrats were not pleased that the issue had been thrown into their laps during the summer recess as they believed they had been making inroads by talking about how some Republicans support privatizing Social Security.",1
nyt_003,1,But strategists said Democrats could counter the Republican offensive by labeling the mosque dispute as a local issue and saying Democrats remain focused on the economy.,0
nyt_003,1,"Some also said the White House should not have put lawmakers on the spot in the first place and could have been better prepared for the president’s statement, lining up religious and community leaders to offer support for the right to build the mosque and undermine Republican attacks.",0
nyt_003,1,Other Democrats said they did not see the fight resonating strongly outside New York and did not expect it to become a defining campaign issue.,0
nyt_003,1,"Representative Jerrold Nadler, a Democrat who represents the district that includes ground zero, said he doubted that the fight over the mosque would inflict much damage on fellow Democrats in the November elections.",0
nyt_003,1,"Mr. Nadler, whose view is that the developers were entitled to build the mosque at the selected location if they choose, said, “Ultimately I suspect that once this simmers down in a few weeks, people will realize that everybody’s liberty is at stake here.”",1
nyt_003,1,"The planned community center, perhaps 15 stories tall, would be built in three adjacent buildings two blocks north of ground zero, though one building, owned by Consolidated Edison, has yet to be sold.",0
nyt_003,1,The other two are all but vacant now; worship services are already taking place in one of them.,0
nyt_003,1,"The developer, Sharif el-Gamal, a real estate investor born in New York, has said the center would include meeting rooms, a prayer space, a 500-seat auditorium and a pool.",0
nyt_003,1,"Two mosques, founded in 1970 and 1985, are already within several blocks of the proposed center.",0
nyt_003,1,They are so busy and crowded that a search was begun for more space.,0
nyt_003,1,"Before Mr. Obama spoke out, leading Republican figures like Newt Gingrich, a former speaker of the House, and Sarah Palin, the party’s 2008 vice-presidential nominee, had been voicing opposition to the Islamic center.",0
nyt_003,1,That caused other Republicans to warn that the party risked a backlash and was alienating the nation’s Muslims.,0
nyt_003,1,But Mr. Gingrich showed no sign of backing down on Monday.,0
nyt_003,1,"“Nazis don’t have the right to put up a sign next to the Holocaust Museum in Washington,” Mr. Gingrich said on the Fox News program “Fox and Friends.” “We would never accept the Japanese putting up a site next to Pearl Harbor.",0
nyt_003,1,There’s no reason for us to accept a mosque next to the World Trade Center.”,0
nyt_003,1,Democratic campaign officials accused Republicans of exploiting the Sept.,0
nyt_003,1,"11 attacks, noting that their outrage over the Islamic center came just weeks after many House Republicans opposed a new medical program to monitor and treat emergency workers and others suffering ill effects from exposure to hazardous materials at ground zero.",1
fox_003,1,"Senate Majority Leader Harry Reid broke with President Obama Monday over the proposed mosque near Ground Zero, saying the controversial Islamic center should be built elsewhere.",0
fox_003,1,Spokesman Jim Manley said in a written statement that Republicans should show their sincerity about sensitivity to Sept.,0
fox_003,1,"11 survivors by backing a high-profile bill to grant health benefits to rescue workers, something that stalled in Congress earlier this month.",0
fox_003,1,"But at the same time, Manley put Reid on the record for the first time in the hyper-sensitive and volatile mosque debate.",0
fox_003,1,"""The First Amendment protects freedom of religion,"" Manley said.",0
fox_003,1,"""Sen.",0
fox_003,1,"Reid respects that but thinks that the mosque should be built someplace else.""",0
fox_003,1,Reid's comments added another high-profile voice to the mosque controversy.,0
fox_003,1,The president first stepped into the fray Friday when he appeared to endorse the Park 51 project during a Ramadan dinner at the White House.,0
fox_003,1,"The next day, he clarified that he was merely commenting on fundamental religious freedoms -- not specifically on the ""wisdom"" of the mosque project.",1
fox_003,1,"Then White House spokesman Bill Burton said Obama was not ""backing off"" his original remarks.",0
fox_003,1,The prolonged presidential explanation elevated the issue beyond a local dispute and hurled it into the political arena.,1
fox_003,1,"Republicans have since both criticized his position and pressured other Democrats to take a stand on the politically sticky issue, one where charges of insensitivity have flown on both sides.",0
fox_003,1,The White House claimed Monday that politics were not at play in Obama's decision to dive into the controversy over a planned mosque near Ground Zero.,0
fox_003,1,"Burton said that he ""can't speak to the politics of what the Republicans are doing,"" but the president was not looking to make political hay with his remarks, which he reportedly considered carefully before delivering them at a White House dinner on Friday night.",1
fox_003,1,"""The president didn't do this because of the politics.",0
fox_003,1,"He spoke about it because he feels he has an obligation as the president to address this,"" Burton said.",0
fox_003,1,But the issue was quickly feeding fuel to Republicans looking to corner Democrats into taking a position on the issue -- something they were able to avoid before the president spoke up.,0
fox_003,1,"Though Reid is on the record, the National Republican Senatorial Committee on Monday targeted Sen.",0
fox_003,1,"Charles Schumer, D-N.Y., for not speaking out on the issue.",0
fox_003,1,"Citing an article that said the normally chatty Schumer would not comment on the mosque remarks, the NRSC said Schumer should weigh in.",0
fox_003,1,"""It's a remarkable commentary on the most camera-friendly senator that he's more than happy to weigh-in on caffeinated malt beverages, but he won't take a public position on the construction of a mosque near Ground Zero,"" NRSC spokesman Brian Walsh said in a written statement.",0
fox_003,1,"""It's time for Chuck Schumer to stand up and be counted -- does he stand with President Obama in support of this mosque or does he stand with the countless 9/11 families who believe its location is inappropriate?"" Walsh asked.",0
fox_003,1,"Walsh also suggested Reid would suffer politically from his allegiance to Obama on other issues, despite his stance on the mosque.",0
fox_003,1,"""While it's commendable that Senator Reid now agrees with Republican Sharron Angle that we should respect the wishes of 9/11 families, it's regrettable that he hasn't demonstrated this same independence from President Obama on the critical issues facing America during the last 19 months,"" he said.",0
fox_003,1,Rep.,0
fox_003,1,"Peter King, R-N.Y., who opposes the mosque project, said Monday that the White House softened Obama's original comments because it probably heard ""pushback"" from other Democrats.",0
fox_003,1,"He said Obama was ""clearly"" taking a side on the issue no matter what he claims.",0
fox_003,1,"""Everyone says as far as I know that the Muslim community has the right to build a mosque.",0
fox_003,1,"The whole question is whether they should or not,"" he told Fox News.",0
fox_003,1,"""So for the president to raise it in the way he did on Friday was clearly giving the impression that he was endorsing it or supporting it -- or tacitly supporting it.""",0
fox_003,1,"Most Americans think the group planning the mosque and Islamic cultural center has the right to build it, according to a Fox News poll released Friday.",0
fox_003,1,"However, the poll showed that 64 percent think it would be wrong to build it, regardless of whether the developers are within their right to do so.",0
fox_003,1,"Supporters of the mosque and cultural center in lower Manhattan, including New York City Mayor Michael Bloomberg, say its development should stand as a testament to religious tolerance in America.",0
fox_003,1,"They say it would be a mistake to equate Islam as a whole, and its practice in the United States, with Al Qaeda -- and remind critics that Muslims were also killed in the attacks on the World Trade Center.",0
fox_003,1,Burton said Monday that the president weighed in as part of a constitutional discussion.,0
fox_003,1,"""The president thinks that it's his obligation to speak out when ...",0
fox_003,1,issues of the Constitution arise.,0
fox_003,1,"And so, in this case, he decided to state clearly how he feels about making sure that people are treated equally, that there is a fairness and that our bedrock principles are upheld,"" Burton said.",0
fox_003,1,"He added the administration can't control the conversation on cable TV or in newspapers, but the White House has had a ""pretty fulsome conversation"" about it and has addressed it to a ""pretty full extent.""",1
fox_003,1,"""I think that it's a debate that was had and we've weighed in,"" Burton said.",0
hpo_003,1,"President Barack Obama's endorsement of the ""Ground Zero mosque"" during a speech on Friday night spurred some hope among supporters that a forceful case could be made for both the project's constitutionality and its larger geopolitical impact.",0
hpo_003,1,That hope was short-lived.,0
hpo_003,1,"By Saturday, the president clarified that he was not speaking about the ""wisdom"" of the Islamic cultural center per se, just the right of the group to build the Cordoba House in downtown Manhattan.",0
